AuthorityName,authority_id,Region,Sector,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
Dunbartonshire and Argyll and Bute Valuation Joint Board and Assessor Dunbartonshire and Argyll and Bute Valuation Joint Board,59,Strathclyde,Local Government,20,,2,,,20,0,0,,,,6,3,6,4,,0,,,,,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dundee City Council and Licensing Board,60,Tayside,Local Government,1224,4,5,0,0,990,148,50,35,0,0,854,35,166,87,0,360,1,6,38,4,282,14,26,0,1,1,261,7,6,11,0,83,10,2,1,2,6,3,1,8,3,2,2,0,0,7,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,93,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
East Ayrshire Council,63,Ayrshire,Local Government,1143,7,17,4,0,1134,9,0,4,0,0,826,11,195,81,0,111,0,1,0,0,111,0,0,6,0,0,102,1,7,0,0,11,4,4,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
East Ayrshire Licensing Board,64,Ayrshire,Local Government,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Dunbartonshire Council and Licensing Board,65,Strathclyde,Local Government,1265,50,9,0,0,1224,41,0,2,0,0,864,38,231,68,0,102,5,0,0,0,99,3,0,0,0,0,83,5,9,3,0,43,6,5,1,0,5,1,0,4,4,0,0,2,2,30,0,1,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
East Lothian Council,67,Lothian and Borders,Local Government,1291,32,6,7,0,1035,143,0,25,0,4,659,191,324,97,0,134,1,0,1,0,100,28,0,1,0,0,52,22,40,9,0,8,19,15,3,0,11,3,0,1,0,1,0,0,1,106,0,7,0,0,3,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,9,45,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,3,0
East Lothian Licensing Board,68,Lothian and Borders,Local Government,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Renfrewshire Council and Licensing Board,69,Strathclyde,Local Government,966,6,15,3,0,794,133,16,12,1,4,707,84,136,45,0,275,1,2,6,1,235,33,4,0,0,1,178,30,60,37,0,40,15,8,3,1,4,3,0,1,1,0,0,1,0,80,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,45,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,5,0
Falkirk Council,71,Central,Local Government,1370,25,10,1,1,1196,181,7,35,1,5,1010,183,141,121,3,145,0,0,0,0,136,7,0,8,0,0,131,2,4,6,0,199,12,11,3,1,9,3,1,3,2,0,0,0,1,26,0,9,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,7,45,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkirk Licensing Board,72,Central,Local Government,5,0,1,0,0,6,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fife Council and Licensing Board,73,Fife,Local Government,2006,20,17,0,0,1629,374,7,46,0,0,1175,425,398,151,0,513,6,6,0,0,445,68,0,5,4,1,331,64,121,60,0,423,41,32,7,0,12,14,6,20,20,0,0,7,12,17,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,8,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,11,25,0,0,39,87,0,0,0,131,0,0,3,0,0,1,0,3,1,1,0,0,1,18,0
Fife Health Board,75,Fife,National Health Service,495,0,0,0,0,346,144,0,21,0,0,341,50,99,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forth Valley College of Further and Higher Education,78,Central,Educational Institutions,22,0,1,0,0,21,0,0,0,0,0,20,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forth Valley Health Board,79,Central,National Health Service,593,0,0,0,0,557,40,1,66,0,7,339,14,140,39,0,22,0,0,0,0,18,4,0,0,0,0,16,0,2,4,0,1849,10,9,1,0,3,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General Teaching Council for Scotland,80,National,Others e.g. NDPBs,54,0,0,1,1,53,2,0,4,0,1,36,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasgow Caledonian University,81,Strathclyde,Educational Institutions,289,11,2,0,0,274,2,1,3,0,1,169,11,77,13,0,7,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,42,4,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasgow City Council,82,Strathclyde,Local Government,2897,5,15,0,0,2472,386,45,36,2,20,857,203,352,246,0,215,0,2,144,42,170,46,1,,1,,98,2,9,28,0,317,145,137,6,1,46,16,78,19,18,1,0,18,1,74,0,1,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,30,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,168,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
City of Glasgow Licensing Board,83,Strathclyde,Local Government,15,0,0,0,0,10,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Glasgow School of Art,85,Strathclyde,Educational Institutions,92,0,0,0,0,88,2,0,0,0,0,83,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grampian Health Board,86,Grampian,National Health Service,182,0,0,0,0,137,26,19,14,0,0,81,0,79,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,1,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Glasgow Health Board,88,Strathclyde,National Health Service,1034,18,6,0,0,884,110,3,27,0,20,528,23,305,81,0,29,1,0,0,0,30,4,0,0,1,0,20,1,10,1,0,5051,18,14,4,0,14,3,1,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0
Heriot-Watt University,93,Lothian and Borders,Educational Institutions,259,8,0,0,0,227,27,0,8,0,1,133,1,67,25,0,14,0,0,0,0,10,2,0,0,1,0,12,0,1,0,0,8,1,1,0,0,1,0,0,1,1,0,0,0,1,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highland and Western Isles Valuation Joint Board,94,Highland and Islands,Local Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highland Council and Licensing Board,95,Highland and Islands,Local Government,1328,15,20,0,0,908,420,0,9,0,0,995,35,109,150,0,417,8,14,0,0,303,114,0,2,0,0,321,10,42,27,0,19,28,21,7,0,15,0,13,15,11,2,2,6,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,1,0,0,1,0,0,1,0,0,9,3,0,0,0,4,0
Highland Health Board,97,Highland and Islands,National Health Service,716,6,3,0,0,449,59,0,26,0,0,422,39,45,22,0,28,0,0,0,0,26,0,0,0,0,0,25,0,1,0,0,4,8,7,1,0,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlands and Islands Enterprise,98,Highland and Islands,Others e.g. NDPBs,75,0,0,0,0,61,4,0,0,8,0,40,0,18,7,0,22,2,0,0,0,22,0,0,3,0,1,8,0,9,0,0,1,5,5,0,0,5,1,0,5,5,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,1,0,0,0,1,0,7,1,0,0,7,0,0
Inverclyde Council,100,Strathclyde,Local Government,1264,12,8,6,1,1061,140,0,10,1,2,3053,57,29,44,0,16,0,0,3,0,14,2,0,0,0,0,9,1,3,1,0,33,14,12,2,0,12,1,0,14,12,2,0,11,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
Inverclyde Licensing Board,101,Strathclyde,Local Government,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inverness College,102,Highland and Islands,Educational Institutions,18,1,1,0,0,16,1,0,0,0,0,13,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keeper of the Registers of Scotland,105,National,Non Ministerial Officeholders,118,6,3,0,0,101,9,0,1,0,0,33,7,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,4,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,2,2,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanarkshire Health Board,108,Strathclyde,National Health Service,712,4,1,0,0,635,83,0,29,0,11,262,149,310,50,0,35,0,0,0,0,36,1,0,0,14,0,7,2,28,5,0,,3,3,0,0,2,1,0,0,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18,73,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanarkshire Valuation Joint Board,109,Strathclyde,Local Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lews Castle College,112,Highland and Islands,Educational Institutions,46,0,0,0,0,46,0,0,0,0,0,31,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Government Boundary Commission for Scotland,113,National,Others e.g. NDPBs,13,0,0,0,0,13,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Lomond and The Trossachs National Park Authority,114,Strathclyde,Others e.g. NDPBs,21,1,0,0,0,22,0,0,0,0,0,3,2,6,4,0,75,6,0,0,0,72,1,0,5,0,0,16,0,18,6,0,0,4,2,1,0,2,0,0,14,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,3,0,3,0,0,5,3,0,0,0,7,0
Lothian Health Board,115,Lothian and Borders,National Health Service,820,2,12,0,0,751,56,3,96,0,0,400,139,260,118,0,61,0,1,0,0,59,0,2,26,0,0,35,13,7,41,0,25,9,8,1,0,5,2,2,2,1,1,0,1,2,74,1,0,0,0,2,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,8,165,0,9,0,0,1,0,7,1,0,0,0,0,5,3,0,0,0,6,0
Mental Welfare Commission for Scotland,118,National,Others e.g. NDPBs,22,1,0,0,0,21,0,1,2,0,0,7,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midlothian Council,119,Lothian and Borders,Local Government,1203,0,28,0,0,1056,114,22,7,0,0,1125,15,8,3,0,23,0,0,0,0,19,4,0,0,0,0,20,0,0,0,0,35,1,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midlothian Licensing Board,120,Lothian and Borders,Local Government,12,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moray College,121,Grampian,Educational Institutions,20,0,1,0,0,19,1,0,0,0,0,14,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moray Council and Licensing Board,122,Grampian,Local Government,1231,32,3,0,0,1186,11,0,30,2,0,815,91,199,90,1,28,2,0,0,0,27,0,0,0,0,0,22,0,2,2,0,36,22,22,0,0,17,5,0,1,1,0,0,0,1,87,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,32,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Edinburgh Napier University,125,Lothian and Borders,Educational Institutions,284,4,2,0,0,268,3,0,4,0,0,149,20,102,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,3,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newbattle Abbey College,126,Lothian and Borders,Educational Institutions,20,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS 24,127,National,National Health Service,91,2,4,0,0,87,2,0,1,0,2,18,14,13,24,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,137,1,1,0,0,1,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Education for Scotland,128,National,National Health Service,28,0,0,0,0,26,0,0,2,0,0,22,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS National Services Scotland,130,National,National Health Service,404,0,72,0,0,335,7,0,1,1,1,98,51,60,163,1,8,0,1,0,0,2,0,0,0,1,0,0,1,0,2,0,59,2,2,0,0,1,1,0,0,0,0,0,0,0,41,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,14,4,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
North Ayrshire Council and Licensing Board,131,Ayrshire,Local Government,1399,30,21,0,0,1141,228,0,78,0,0,850,62,223,113,0,76,2,0,0,0,53,13,0,5,0,0,28,5,9,10,0,,12,11,1,0,6,6,0,3,4,0,0,2,1,62,0,1,0,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
North Highland College,134,Highland and Islands,Educational Institutions,13,0,2,0,0,12,0,0,0,0,0,11,0,1,0,0,0,,,,,,,,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Lanarkshire Council and Licensing Board,135,Strathclyde,Local Government,1318,7,5,0,0,1307,24,0,103,0,0,567,167,455,142,3,221,2,0,0,0,208,1,0,3,20,0,54,11,127,17,0,,14,7,4,0,5,3,0,4,2,1,0,2,1,142,0,1,0,0,4,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,8,105,0,0,0,187,0,0,1,1,0,0,0,0,0,0,1,0,0,68,0
Office of the Scottish Charity Regulator,139,National,Non Ministerial Officeholders,84,0,19,0,0,64,1,0,0,0,0,7,10,30,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,10,2,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orkney and Shetland Valuation Joint Board and Assessor for Orkney and Shetland Valuation Joint Board,140,Highland and Islands,Local Government,22,1,0,1,1,21,0,0,0,0,1,12,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
