AuthorityName,authority_id,Region,Sector,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
Orkney Islands Council and Licensing Board,141,Highland and Islands,Local Government,1150,26,4,0,0,1037,65,0,10,0,0,869,59,79,94,0,42,1,0,0,0,40,1,0,1,0,0,39,1,1,1,0,13,5,5,0,0,4,0,1,2,2,0,0,2,0,40,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orkney Health Board,143,Highland and Islands,National Health Service,596,10,4,0,0,553,31,0,27,0,2,385,57,115,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parole Board for Scotland,144,National,Others e.g. NDPBs,20,0,0,0,0,20,0,0,0,0,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perth and Kinross Council and Licensing Board,145,Tayside,Local Government,1377,17,12,0,0,1330,47,0,38,0,0,568,56,504,248,1,198,1,1,0,0,194,4,0,2,7,5,78,0,88,52,0,106,19,17,2,0,9,6,0,5,5,0,0,3,2,141,0,0,0,0,6,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1,47,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,5,150,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,28,9,0
Perth College,147,Tayside,Educational Institutions,23,0,1,0,0,20,3,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen's and Lord Treasurer's Remembrancer,149,National,Non Ministerial Officeholders,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen's Printer for Scotland,150,National,Non Ministerial Officeholders,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Margaret University Edinburgh,151,Lothian and Borders,Educational Institutions,235,12,0,0,0,198,21,2,3,0,0,165,4,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Council,155,Strathclyde,Local Government,1391,1,7,0,0,1420,65,1,6,0,3,1144,69,193,80,0,35,0,0,0,0,35,0,0,0,0,0,27,0,11,2,0,72,16,16,0,0,6,5,2,1,1,0,0,1,0,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Licensing Board,156,Strathclyde,Local Government,11,0,0,0,0,11,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Valuation Joint Board and Assessor for Renfrewshire Valuation Joint Board,157,Strathclyde,Local Government,19,0,0,0,0,19,0,0,0,0,0,10,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gordon University,159,Grampian,Educational Institutions,240,2,0,0,0,231,10,0,2,0,0,164,24,33,32,0,10,1,0,0,0,10,0,0,0,0,0,5,1,0,3,0,2,4,4,0,0,2,2,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Royal Conservatoire of Scotland,161,Strathclyde,Educational Institutions,70,0,1,0,0,68,1,0,1,0,0,63,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabhal Mor Ostaig,162,Highland and Islands,Educational Institutions,13,0,1,0,0,10,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Advisory Committee on Distinction Awards,163,National,National Health Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRUC,164,National,Educational Institutions,34,1,0,0,0,27,6,0,0,0,0,23,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ambulance Service Board,166,National,National Health Service,381,5,9,0,0,220,88,13,0,0,0,240,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Borders Council and Licensing Board,167,Lothian and Borders,Local Government,822,92,9,0,0,731,76,2,29,1,2,441,52,275,49,1,481,17,3,0,0,455,8,0,2,3,0,265,13,163,28,0,26,17,17,0,0,6,6,0,17,17,0,0,11,6,60,0,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,60,0,0,42,356,0,0,1,2,0,1,0,1,15,0,1,0,5,92,1
Scottish Children's Reporter Administration,169,National,Others e.g. NDPBs,20,,,,,13,3,,,,,10,1,2,7,,0,,,,,,,,,,,,,,,,45,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Courts and Tribunals Service,170,National,Non Ministerial Officeholders,257,1,1,0,0,221,16,2,25,0,0,148,73,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,2,4,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Criminal Cases Review Commission,171,National,Others e.g. NDPBs,30,0,0,1,0,13,0,0,0,1,0,15,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Dental Practice Board,172,National,National Health Service,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Enterprise,173,National,Others e.g. NDPBs,63,1,0,0,0,59,3,0,0,1,0,19,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Environment Protection Agency,174,National,Others e.g. NDPBs,41,,,,,37,,,,,,12,1,20,4,,529,16,8,4,,511,18,,1,,,107,42,349,31,1,20,0,1,2,0,0,0,0,15,10,8,0,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,530,0,0,8,8,6,25,1,5,25,8,1,3,3,197,5
Scottish Further and Higher Education Funding Council,176,National,Others e.g. NDPBs,136,5,1,0,0,56,52,1,0,0,0,51,0,23,20,0,0,,,,,,,,,,,,,,,,2,16,5,7,0,1,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Information Commissioner,177,National,Others e.g. NDPBs,106,1,6,0,0,105,0,0,0,0,1,17,3,15,62,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,5,5,0,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Scottish Law Commission,178,National,Others e.g. NDPBs,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Aid Board,179,National,Others e.g. NDPBs,104,0,3,0,0,96,8,0,6,0,0,67,6,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ministers (including most Government Agencies and Non-Ministerial Officeholders),180,National,Ministers/Parliament,2520,8,12,,,2002,325,82,136,10,13,852,295,669,493,0,522,1,4,,,422,39,35,,,,195,63,141,61,1,56,220,145,67,5,145,10,55,44,32,9,3,25,14,0,0,0,0,0,49,1,17,87,14,5,0,2,117,93,63,0,0,0,0,0,86,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,12,242,0,1,3,4,1,1,17,29,1,5,1,1,14,15,2,0,4,77,1
Scottish Natural Heritage,181,National,Others e.g. NDPBs,26,0,1,0,0,26,1,0,0,1,0,17,0,6,3,0,104,0,2,0,0,90,1,1,12,0,1,26,1,59,4,0,1,2,2,0,0,1,0,0,4,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,52,0,0,2,2,0,3,0,1,1,3,3,0,4,45,0
Scottish Parliament,182,National,Ministers/Parliament,181,0,5,0,0,180,0,0,1,0,0,48,4,26,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Prison Service,184,National,Ministers/Parliament,519,3,2,0,0,457,34,2,10,1,4,309,31,97,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,38,2,0,28,4,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Public Services Ombudsman,186,National,Others e.g. NDPBs,130,1,3,0,0,124,6,0,1,0,2,10,79,13,9,0,12,0,0,0,0,10,1,0,0,0,0,0,12,0,0,0,74,8,8,0,0,7,0,0,1,1,0,0,1,0,16,0,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0
Scottish Qualifications Authority,187,National,Others e.g. NDPBs,186,,1,,,178,6,,7,,,54,86,44,36,,0,,,,,,,,,,,,,,,,63,3,3,0,0,2,1,0,0,0,0,0,0,0,21,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Social Services Council,188,National,Others e.g. NDPBs,39,0,1,0,0,37,1,0,0,0,0,26,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Sports Council,189,National,Others e.g. NDPBs,27,0,0,0,0,22,1,0,1,0,0,7,1,12,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scottish Water,190,National,Others e.g. NDPBs,94,1,0,0,1,90,4,0,0,0,0,93,0,0,1,0,409,0,1,2,0,356,53,0,29,6,2,383,0,21,16,0,0,5,5,0,0,2,0,0,7,6,1,0,4,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,35,127,0
Shetland Islands Council (including Licensing Board and Transport Partnership),191,Highland and Islands,Local Government,1105,11,10,0,0,1036,84,7,2,1,1,955,4,92,47,0,42,0,0,0,0,41,3,1,0,0,0,40,0,1,2,0,19,2,0,2,0,2,0,0,2,1,0,0,0,1,30,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,10,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shetland Health Board,193,Highland and Islands,National Health Service,536,1,1,0,0,458,78,7,18,0,0,435,14,68,9,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,35,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Ayrshire Council and Licensing Board,194,Ayrshire,Local Government,1046,14,5,2,0,950,107,0,14,0,0,848,141,0,44,0,387,0,2,0,0,349,19,0,0,0,0,310,20,0,0,0,65,2,2,0,0,0,2,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire College,196,Strathclyde,Educational Institutions,26,0,2,0,0,24,1,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire Council,197,Strathclyde,Local Government,1348,14,2,2,,1301,47,0,59,1,25,736,233,343,324,26,242,2,0,9,,234,8,0,0,1,0,115,28,89,69,0,94,17,16,1,0,5,4,1,13,12,1,0,2,9,43,4,0,0,0,43,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,13,90,0,0,0,0,0,0,1,2,0,1,0,0,3,1,1,0,0,18,0
South Lanarkshire Licensing Board,198,Strathclyde,Local Government,3,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standards Commission for Scotland,200,National,Others e.g. NDPBs,8,1,0,0,0,7,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Hospitals Board For Scotland,201,National,National Health Service,40,0,2,0,0,34,6,10,0,0,0,26,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stirling Council and Licensing Board,202,Central,Local Government,1313,43,6,0,0,1216,140,0,61,0,0,726,282,340,363,3,,,,,,,,,0,0,0,,,,,,74,21,8,11,8,4,11,3,0,0,0,0,0,0,145,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,36,0,0,1,0,0,0,0,2,0,0,0,2,1,1,0,0,0,3,0
Strathclyde Partnership for Transport,205,Strathclyde,Local Government,40,0,0,0,0,43,3,0,1,0,0,12,0,27,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tay Road Bridge Joint Board,207,Tayside,Local Government,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Health Board,209,Tayside,National Health Service,754,21,4,0,0,525,182,39,39,0,0,317,1,308,32,1,22,0,0,0,0,9,10,3,3,0,0,10,0,1,0,0,0,11,5,2,0,4,0,4,3,3,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,4,0
Tayside Valuation Joint Board,210,Tayside,Local Government,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Investigations and Review Commissioner,212,National,Others e.g. NDPBs,50,0,1,0,0,49,0,0,0,0,0,26,7,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,2,2,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Complaints Commission,213,National,Others e.g. NDPBs,43,0,3,0,0,41,0,0,0,0,0,12,11,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,2,0,0,0,0,0,0,0,0,4,0,7,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
